market,variety,arrival_date,arrivals_mt,minimum_price,maximum_price,modal_price,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_change_1,price_change_7,price_vs_rolling_7,price_vs_rolling_14,month,day_of_week,target_date,target_modal_price_7d
Pithapuram APMC,1001,2023-07-26,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2023-08-02,2050.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-26,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2023-08-02,2040.0
Karapa APMC,1001,2023-07-26,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.428571428572,2050.0,3.779644730092922,5.547001962251644,0.0,0.0,0.9993036211699164,1.0,7,2,2023-08-02,2060.0
Rajahmundry APMC,Swarna Masuri (New),2023-07-27,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,7,3,2023-08-03,2060.0
Prattipadu APMC,1001,2023-07-27,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2023-08-04,2050.0
Pithapuram APMC,1001,2023-07-27,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2023-08-03,2050.0
Rajahmundry APMC,Paddy,2023-07-27,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2023-08-03,2040.0
Karapa APMC,1001,2023-07-27,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.428571428572,2050.714285714286,3.779644730092922,4.746311465492394,0.0,0.0,0.9993036211699164,0.9996516893068615,7,3,2023-08-03,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-07-27,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2023-08-03,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-27,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2023-08-03,2040.0
Peddapuram APMC,1001,2023-07-27,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2044.642857142857,0.0,1.3363062095614282,0.0,0.0,1.0,1.000174672489083,7,3,2023-08-03,2045.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-28,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2023-08-04,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-07-28,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2023-08-04,2100.0
Karapa APMC,1001,2023-07-28,1.0,2040.0,2060.0,2050.0,2050.0,2060.0,2051.428571428572,2051.428571428572,3.779644730092922,3.631365196011622,0.0,-10.0,0.9993036211699164,0.9993036211699164,7,4,2023-08-04,2050.0
Pithapuram APMC,1001,2023-07-28,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2023-08-04,2050.0
Rajahmundry APMC,Paddy,2023-07-28,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2023-08-04,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-07-28,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,7,4,2023-08-04,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-07-28,1.0,2000.0,2080.0,2040.0,2180.0,2180.0,2180.0,2180.0,0.0,0.0,-140.0,-140.0,0.9357798165137616,0.9357798165137616,7,4,2023-08-04,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-07-29,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,7,5,2023-08-05,2060.0
Rajahmundry APMC,Paddy,2023-07-29,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2023-08-05,2040.0
Pithapuram APMC,1001,2023-07-29,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2023-08-05,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-07-29,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2023-08-05,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-29,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2023-08-05,2040.0
Karapa APMC,1001,2023-07-29,1.0,2040.0,2060.0,2060.0,2050.0,2050.0,2050.0,2051.428571428572,1.9289570911757195e-06,3.631365196011622,10.0,10.0,1.0048780487804878,1.004178272980501,7,5,2023-08-08,2050.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-30,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2023-08-08,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-07-30,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2023-08-06,2100.0
Karapa APMC,1001,2023-07-30,1.0,2040.0,2060.0,2050.0,2060.0,2050.0,2051.428571428572,2052.1428571428573,3.779644730092922,4.258153136262138,-10.0,0.0,0.9993036211699164,0.9989557953358856,7,6,2023-08-08,2050.0
Pithapuram APMC,1001,2023-07-30,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2023-08-08,2050.0
Rajahmundry APMC,Paddy,2023-07-30,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2023-08-08,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-07-30,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,7,6,2023-08-08,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-07-31,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2160.0,2170.0,52.91502622129181,37.416573867739416,0.0,-140.0,0.9444444444444444,0.9400921658986175,7,0,2023-08-07,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-07-31,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,7,0,2023-08-08,2060.0
Prattipadu APMC,1001,2023-07-31,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2023-08-07,2050.0
Rajahmundry APMC,Paddy,2023-07-31,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2023-08-08,2040.0
Karapa APMC,1001,2023-07-31,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.428571428572,2051.428571428572,3.779644730092922,3.631365196011622,0.0,0.0,0.9993036211699164,0.9993036211699164,7,0,2023-08-08,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-07-31,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2023-08-07,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-07-31,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2023-08-08,2040.0
Pithapuram APMC,1001,2023-07-31,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2023-08-08,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-01,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2140.0,2160.0,68.3130051063973,50.83911274417939,0.0,-140.0,0.9532710280373832,0.9444444444444444,8,1,2023-08-08,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-01,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,1,2023-08-08,2060.0
Rajahmundry APMC,Paddy,2023-08-01,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-08,2040.0
Pithapuram APMC,1001,2023-08-01,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-08,2050.0
Karapa APMC,1001,2023-08-01,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.428571428572,2051.428571428572,3.779644730092922,3.631365196011622,0.0,0.0,0.9993036211699164,0.9993036211699164,8,1,2023-08-08,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-08-01,0.01,1900.0,2300.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-08,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-01,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-08,2040.0
Peddapuram APMC,1001,2023-08-01,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2044.642857142857,0.0,1.3363062095614282,0.0,0.0,1.0,1.000174672489083,8,1,2023-08-08,2045.0
Rajahmundry APMC,Paddy,2023-08-02,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2040.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-02,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2120.0,2150.0,74.83314773547883,59.614143907684806,0.0,-140.0,0.9622641509433962,0.9488372093023256,8,2,2023-08-09,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-02,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,2,2023-08-09,2060.0
Tiruvuru APMC,Sona,2023-08-02,6.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2040.0
Prattipadu APMC,1001,2023-08-02,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2050.0
Karapa APMC,1001,2023-08-02,1.0,2040.0,2060.0,2060.0,2050.0,2050.0,2051.428571428572,2051.428571428572,3.779644730092922,3.631365196011622,10.0,10.0,1.004178272980501,1.004178272980501,8,2,2023-08-09,2050.0
Peddapuram APMC,1001,2023-08-02,28.0,2040.0,2142.0,2091.0,2045.0,2045.0,2045.0,2044.642857142857,0.0,1.3363062095614282,46.0,46.0,1.0224938875305625,1.0226724890829697,8,2,2023-08-09,2045.0
Banaganapalli APMC,Sona Mahsuri,2023-08-02,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-02,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2040.0
Pithapuram APMC,1001,2023-08-02,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-09,2050.0
Tiruvuru APMC,Sona,2023-08-03,12.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-10,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-03,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,3,2023-08-13,2060.0
Rajahmundry APMC,Paddy,2023-08-03,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-13,2040.0
Pithapuram APMC,1001,2023-08-03,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-10,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-03,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2100.0,2140.0,74.83314773547883,65.63301233138935,0.0,-140.0,0.9714285714285714,0.9532710280373832,8,3,2023-08-10,2040.0
Karapa APMC,1001,2023-08-03,1.0,2040.0,2060.0,2050.0,2060.0,2050.0,2052.8571428571427,2052.1428571428573,4.879500364743359,4.258153136262138,-10.0,0.0,0.9986082115518442,0.9989557953358856,8,3,2023-08-10,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-08-03,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-10,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-03,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-10,2040.0
Peddapuram APMC,1001,2023-08-03,0.1,2040.0,2050.0,2045.0,2091.0,2045.0,2051.5714285714284,2047.9285714285716,17.386365758424482,12.468201311979252,-46.0,0.0,0.9967968804400807,0.9985699836071292,8,3,2023-08-10,2045.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-04,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-11,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-08-04,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-11,2100.0
Karapa APMC,1001,2023-08-04,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2052.8571428571427,2052.1428571428573,4.879500364743359,4.258153136262138,0.0,0.0,0.9986082115518442,0.9989557953358856,8,4,2023-08-12,2050.0
Peddapuram APMC,1001,2023-08-04,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2051.5714285714284,2047.9285714285716,17.386365758424482,12.468201311979252,0.0,0.0,0.9967968804400807,0.9985699836071292,8,4,2023-08-11,2045.0
Pithapuram APMC,1001,2023-08-04,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-11,2050.0
Rajahmundry APMC,Paddy,2023-08-04,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-13,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-04,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,4,2023-08-13,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-04,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2080.0,2130.0,68.3130051063973,69.61432213383857,0.0,-140.0,0.9807692307692308,0.9577464788732394,8,4,2023-08-11,2040.0
Tiruvuru APMC,Sona,2023-08-04,40.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-11,2040.0
Tiruvuru APMC,Sona,2023-08-05,18.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-17,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-05,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,5,2023-08-13,2060.0
Rajahmundry APMC,Paddy,2023-08-05,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-13,2040.0
Pithapuram APMC,1001,2023-08-05,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-12,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-08-05,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-12,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-05,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-12,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-08-06,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,6,2023-08-13,2100.0
Banaganapalli APMC,Sona Mahsuri,2023-08-07,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,0,2023-08-14,2100.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-07,1.0,2000.0,2080.0,2040.0,2040.0,2180.0,2060.0,2120.0,52.91502622129181,71.89736274183339,0.0,-140.0,0.9902912621359224,0.9622641509433962,8,0,2023-08-14,2040.0
Tiruvuru APMC,Sona,2023-08-08,12.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-17,2040.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-08,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2110.0,0.0,72.64243303278792,0.0,0.0,1.0,0.966824644549763,8,1,2023-08-19,2040.0
Rajahmundry APMC,Paddy,2023-08-08,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-15,2040.0
Pithapuram APMC,1001,2023-08-08,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-17,2050.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-08,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,1,2023-08-15,2060.0
Karapa APMC,1001,2023-08-08,1.0,2040.0,2060.0,2050.0,2050.0,2060.0,2052.8571428571427,2051.428571428572,4.879500364743359,3.631365196011622,0.0,-10.0,0.9986082115518442,0.9993036211699164,8,1,2023-08-15,2050.0
Banaganapalli APMC,Sona Mahsuri,2023-08-08,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-15,2100.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-08,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,1,2023-08-15,2040.0
Peddapuram APMC,1001,2023-08-08,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2051.5714285714284,2047.9285714285716,17.386365758424482,12.468201311979252,0.0,0.0,0.9967968804400807,0.9985699836071292,8,1,2023-08-17,2045.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-09,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-17,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-08-09,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-16,2100.0
Peddapuram APMC,1001,2023-08-09,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2051.5714285714284,2047.9285714285716,17.386365758424482,12.468201311979252,0.0,0.0,0.9967968804400807,0.9985699836071292,8,2,2023-08-17,2045.0
Pithapuram APMC,1001,2023-08-09,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-17,2050.0
Rajahmundry APMC,Paddy,2023-08-09,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-16,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-09,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,2,2023-08-16,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-09,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2100.0,0.0,71.89736274183339,0.0,0.0,1.0,0.9714285714285714,8,2,2023-08-19,2040.0
Tiruvuru APMC,Sona,2023-08-09,10.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,2,2023-08-17,2040.0
Tiruvuru APMC,Sona,2023-08-10,12.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-17,2040.0
Pithapuram APMC,1001,2023-08-10,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-17,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-10,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2090.0,0.0,69.61432213383857,0.0,0.0,1.0,0.9760765550239234,8,3,2023-08-19,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-08-10,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-17,2100.0
Peddapuram APMC,1001,2023-08-10,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2051.5714285714284,2048.285714285714,17.386365758424482,12.294017127971404,0.0,0.0,0.9967968804400807,0.9983958711117312,8,3,2023-08-17,2045.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-10,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,3,2023-08-17,2040.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-11,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-18,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-08-11,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-18,2100.0
Peddapuram APMC,1001,2023-08-11,0.1,2040.0,2050.0,2045.0,2045.0,2045.0,2051.5714285714284,2048.285714285714,17.386365758424482,12.294017127971404,0.0,0.0,0.9967968804400807,0.9983958711117312,8,4,2023-08-19,2045.0
Pithapuram APMC,1001,2023-08-11,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-18,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-11,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2080.0,0.0,65.63301233138935,0.0,0.0,1.0,0.9807692307692308,8,4,2023-08-19,2040.0
Tiruvuru APMC,Sona,2023-08-11,8.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,4,2023-08-18,2040.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-12,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-19,2040.0
Pithapuram APMC,1001,2023-08-12,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,5,2023-08-19,2050.0
Rajahmundry APMC,Paddy,2023-08-13,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,6,2023-08-20,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-13,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,6,2023-08-20,2060.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-13,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,6,2023-08-20,2040.0
Pithapuram APMC,1001,2023-08-13,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,6,2023-08-20,2050.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-08-14,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,0,2023-08-21,2040.0
Peddapuram APMC,1001,2023-08-14,0.1,2040.0,2050.0,2045.0,2045.0,2091.0,2051.5714285714284,2048.285714285714,17.386365758424482,12.294017127971404,0.0,-46.0,0.9967968804400807,0.9983958711117312,8,0,2023-08-22,2045.0
Pithapuram APMC,1001,2023-08-14,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,8,0,2023-08-21,2050.0
Rajahmundry APMC,Paddy,2023-08-14,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,8,0,2023-08-21,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-08-14,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,8,0,2023-08-21,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-08-14,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2070.0,0.0,59.61414390768481,0.0,0.0,1.0,0.9855072463768116,8,0,2023-08-22,2040.0
