market,variety,arrival_date,arrivals_mt,minimum_price,maximum_price,modal_price,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_change_1,price_change_7,price_vs_rolling_7,price_vs_rolling_14,month,day_of_week,target_modal_price
Pithapuram APMC,1001,2023-09-20,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2050.0
Rajahmundry APMC,Paddy,2023-09-20,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-20,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,2,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-09-20,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2040.0
Tanuku APMC,MTU-1010,2023-09-20,1.0,2020.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,0.0,0.0,1.0,1.0,9,2,2040.0
Tiruvuru APMC,Sona,2023-09-20,16.5,2100.0,2180.0,2140.0,2140.0,2060.0,2082.8571428571427,2061.4285714285716,28.702082220799454,29.575754846246696,0.0,80.0,1.027434842249657,1.0381150381150381,9,2,2200.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-21,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-09-21,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2100.0
Pithapuram APMC,1001,2023-09-21,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2050.0
Rajahmundry APMC,Paddy,2023-09-21,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-21,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,3,2060.0
Tiruvuru APMC,Sona,2023-09-21,24.0,2100.0,2250.0,2200.0,2140.0,2060.0,2094.285714285714,2068.5714285714284,33.59421718944259,35.48719007389388,60.0,140.0,1.0504774897680764,1.06353591160221,9,3,2150.0
Peddapuram APMC,1001,2023-09-22,1.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.7142857142858,2045.357142857143,1.8898223650461219,1.3363062095621172,0.0,0.0,0.9996508379888268,0.999825388510564,9,4,2045.0
Pithapuram APMC,1001,2023-09-22,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2050.0
Rajahmundry APMC,Paddy,2023-09-22,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-22,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,4,2060.0
Tiruvuru APMC,Sona,2023-09-22,18.0,2100.0,2200.0,2150.0,2200.0,2100.0,2114.285714285714,2080.0,48.2552735830131,48.832523840319844,-50.0,50.0,1.0168918918918919,1.0336538461538463,9,4,2150.0
Pithapuram APMC,1001,2023-09-23,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2050.0
Rajahmundry APMC,Paddy,2023-09-23,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-23,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,5,2060.0
Banaganapalli APMC,Sona Mahsuri,2023-09-24,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,6,2100.0
Pithapuram APMC,1001,2023-09-24,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,6,2050.0
Rajahmundry APMC,Paddy,2023-09-24,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,6,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-24,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,6,2060.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-25,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,0,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-09-25,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,0,2100.0
Karapa APMC,1001,2023-09-25,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.4285714285716,2050.714285714286,3.779644730092922,2.6726124191242344,0.0,0.0,0.9993036211699163,0.9996516893068617,9,0,2050.0
Pithapuram APMC,1001,2023-09-25,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,0,2050.0
Rajahmundry APMC,Paddy,2023-09-25,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,0,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-25,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,0,2060.0
Tanuku APMC,MTU-1010,2023-09-25,1.0,2020.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,0.0,0.0,1.0,1.0,9,0,2040.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-26,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1,2040.0
Karapa APMC,1001,2023-09-26,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2051.4285714285716,2050.714285714286,3.779644730092922,2.6726124191242344,0.0,0.0,0.9993036211699163,0.9996516893068617,9,1,2050.0
Pithapuram APMC,1001,2023-09-26,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-09-26,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1,2040.0
Tanuku APMC,MTU-1010,2023-09-26,1.0,2020.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,0.0,0.0,1.0,1.0,9,1,2040.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-27,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2040.0
Peddapuram APMC,1001,2023-09-27,1.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.7142857142858,2045.357142857143,1.8898223650461219,1.3363062095621172,0.0,0.0,0.9996508379888268,0.999825388510564,9,2,2045.0
Pithapuram APMC,1001,2023-09-27,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2050.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-09-27,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,2,2040.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-28,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-09-28,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2100.0
Peddapuram APMC,1001,2023-09-28,1.0,2040.0,2050.0,2045.0,2045.0,2050.0,2045.7142857142858,2045.357142857143,1.8898223650461219,1.3363062095621172,0.0,-5.0,0.9996508379888268,0.999825388510564,9,3,2045.0
Rajahmundry APMC,Paddy,2023-09-28,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,3,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-28,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,3,2060.0
Tiruvuru APMC,Sona,2023-09-28,12.0,2100.0,2200.0,2150.0,2150.0,2080.0,2121.4285714285716,2087.8571428571427,49.4734175858012,50.71467264981657,0.0,70.0,1.0134680134680134,1.0297639411563464,9,3,2150.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-29,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2040.0
Banaganapalli APMC,Sona Mahsuri,2023-09-29,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2100.0
Rajahmundry APMC,Paddy,2023-09-29,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2040.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-29,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,4,2060.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-09-29,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,4,2040.0
Tanuku APMC,MTU-1010,2023-09-29,1.0,2020.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,0.0,0.0,1.0,1.0,9,4,2040.0
Tiruvuru APMC,Sona,2023-09-29,24.0,2100.0,2200.0,2150.0,2150.0,2070.0,2131.4285714285716,2095.714285714286,46.70066788550677,51.24815729734745,0.0,80.0,1.0087131367292224,1.0259032038173141,9,4,2200.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-09-30,0.01,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-09-30,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2100.0
Peddapuram APMC,1001,2023-09-30,18.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2045.357142857143,0.0,1.3363062095621172,0.0,0.0,1.0,0.999825388510564,9,5,2045.0
Pithapuram APMC,1001,2023-09-30,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2050.0
Rajahmundry APMC,Paddy,2023-09-30,0.5,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,9,5,2150.0
Rajahmundry APMC,Swarna Masuri (New),2023-09-30,0.5,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,0.0,0.0,1.0,1.0,9,5,2175.0
Tanuku APMC,MTU-1010,2023-09-30,1.0,2020.0,2040.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,0.0,0.0,1.0,1.0,9,5,2183.0
Tiruvuru APMC,Sona,2023-09-30,18.0,2100.0,2300.0,2200.0,2150.0,2070.0,2142.8571428571427,2103.5714285714284,38.17254061682156,50.47575851636353,50.0,130.0,1.0266666666666668,1.0458404074702887,9,5,2200.0
Pithapuram APMC,1001,2023-10-01,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,0.0,0.0,1.0,1.0,10,6,2193.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-02,0.01,2183.0,2183.0,2183.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,143.0,143.0,1.0700980392156862,1.0700980392156862,10,0,2183.0
Pithapuram APMC,1001,2023-10-02,1.0,2183.0,2200.0,2193.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,143.0,143.0,1.0697560975609757,1.0697560975609757,10,0,2193.0
Rajahmundry APMC,Paddy,2023-10-02,0.5,2100.0,2183.0,2150.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,110.0,110.0,1.053921568627451,1.053921568627451,10,0,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-02,0.5,2150.0,2203.0,2175.0,2060.0,2060.0,2060.0,2060.0,0.0,1.3424599555027743e-05,115.0,115.0,1.0558252427184467,1.0558252427184467,10,0,2203.0
Tanuku APMC,MTU-1010,2023-10-02,1.0,2020.0,2183.0,2183.0,2040.0,2040.0,2040.0,2040.0,0.0,1.2131806507799106e-05,143.0,143.0,1.0700980392156862,1.0700980392156862,10,0,2183.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-03,0.01,2183.0,2183.0,2183.0,2183.0,2040.0,2060.4285714285716,2050.214285714286,54.04891964031947,38.218357593476675,0.0,143.0,1.0594883172710254,1.064766749120301,10,1,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-10-03,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,1,2100.0
Pithapuram APMC,1001,2023-10-03,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2070.4285714285716,2060.214285714286,54.04891964031947,38.218357593476675,0.0,143.0,1.059200993583109,1.064452380126894,10,1,2193.0
Rajahmundry APMC,Paddy,2023-10-03,0.5,2183.0,2183.0,2183.0,2150.0,2040.0,2055.714285714286,2047.857142857143,41.57609203101498,29.398736610366676,33.0,143.0,1.061917998610146,1.065992326473666,10,1,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-03,0.5,2203.0,2203.0,2203.0,2175.0,2060.0,2076.4285714285716,2068.214285714286,43.4659143960611,30.73504281993198,28.0,143.0,1.0609563123495012,1.0651700915213262,10,1,2203.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-10-03,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,10,1,2040.0
Tanuku APMC,MTU-1010,2023-10-03,1.0,2040.0,2200.0,2183.0,2183.0,2040.0,2060.4285714285716,2050.214285714286,54.04891964031947,38.21835759347861,0.0,143.0,1.0594883172710254,1.064766749120301,10,1,2183.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-04,0.01,2183.0,2183.0,2183.0,2183.0,2040.0,2080.8571428571427,2060.4285714285716,69.77685521582004,51.92852230298323,0.0,143.0,1.0490869147329398,1.0594883172710254,10,2,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-10-04,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,2,2100.0
Peddapuram APMC,1001,2023-10-04,1.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2045.357142857143,0.0,1.3363062095621172,0.0,0.0,1.0,0.999825388510564,10,2,2045.0
Pithapuram APMC,1001,2023-10-04,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2090.8571428571427,2070.4285714285716,69.77685521582004,51.92852230298323,0.0,143.0,1.0488521453949167,1.059200993583109,10,2,2193.0
Rajahmundry APMC,Paddy,2023-10-04,0.5,2183.0,2183.0,2183.0,2183.0,2040.0,2076.1428571428573,2058.0714285714284,62.45646102533761,46.390423888680175,0.0,143.0,1.0514690703915226,1.060701766563704,10,2,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-04,0.5,2203.0,2203.0,2203.0,2203.0,2060.0,2096.8571428571427,2078.4285714285716,63.46239981655418,47.16536259345031,0.0,143.0,1.050619975473498,1.059935390748505,10,2,2203.0
Tiruvuru APMC,Sona,2023-10-04,18.0,2100.0,2300.0,2200.0,2200.0,2140.0,2161.4285714285716,2115.0,26.726124191243677,53.023942342478904,0.0,60.0,1.0178453403833443,1.0401891252955082,10,2,2200.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-05,0.01,2183.0,2183.0,2183.0,2183.0,2040.0,2101.285714285714,2070.6428571428573,76.4367151869532,60.89158984856373,0.0,143.0,1.0388877557957714,1.0542619614336473,10,3,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-10-05,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,3,2100.0
Peddapuram APMC,1001,2023-10-05,1.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2045.357142857143,0.0,1.3363062095621172,0.0,0.0,1.0,0.999825388510564,10,3,2045.0
Pithapuram APMC,1001,2023-10-05,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2111.285714285714,2080.6428571428573,76.4367151869532,60.89158984856373,0.0,143.0,1.038703565870492,1.054001167221669,10,3,2193.0
Tiruvuru APMC,Sona,2023-10-05,26.0,2100.0,2300.0,2200.0,2200.0,2140.0,2170.0,2126.4285714285716,28.28427124746336,52.85788535267124,0.0,60.0,1.0138248847926268,1.034598589183742,10,3,2200.0
Banaganapalli APMC,Sona Mahsuri,2023-10-06,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,4,2100.0
Karapa APMC,1001,2023-10-06,1.0,2040.0,2060.0,2050.0,2050.0,2060.0,2051.4285714285716,2050.714285714286,3.779644730092922,2.6726124191242344,0.0,-10.0,0.9993036211699163,0.9996516893068617,10,4,2050.0
Pithapuram APMC,1001,2023-10-06,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2131.714285714286,2090.8571428571427,76.43671518695307,67.03943402420482,0.0,143.0,1.0287494973864093,1.0488521453949167,10,4,2193.0
Rajahmundry APMC,Paddy,2023-10-06,0.5,2183.0,2183.0,2183.0,2183.0,2040.0,2096.5714285714284,2068.285714285714,71.40928311001093,56.702229736958905,0.0,143.0,1.0412237666939221,1.0554634618041165,10,4,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-06,0.5,2203.0,2203.0,2203.0,2203.0,2060.0,2117.285714285714,2088.6428571428573,72.0548732696459,57.26941342711609,0.0,143.0,1.040483098306457,1.0547518894702643,10,4,2203.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-10-06,1.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,10,4,2040.0
Tanuku APMC,MTU-1010,2023-10-06,1.0,2100.0,2200.0,2183.0,2183.0,2040.0,2080.8571428571427,2060.4285714285716,69.77685521582004,51.928522302984646,0.0,143.0,1.0490869147329398,1.0594883172710254,10,4,2183.0
Tiruvuru APMC,Sona,2023-10-06,24.0,2100.0,2300.0,2200.0,2200.0,2200.0,2178.5714285714284,2136.4285714285716,26.726124191244274,52.566023372392685,0.0,0.0,1.0098360655737706,1.0297559344700769,10,4,2200.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-07,0.01,2183.0,2183.0,2183.0,2183.0,2040.0,2121.714285714286,2080.8571428571427,76.43671518695307,67.03943402420482,0.0,143.0,1.02888499865338,1.0490869147329398,10,5,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-10-07,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,5,2100.0
Karapa APMC,1001,2023-10-07,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.714285714286,1.9289570911757195e-06,2.6726124191242344,0.0,0.0,1.0,0.9996516893068617,10,5,2050.0
Pithapuram APMC,1001,2023-10-07,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2152.1428571428573,2101.0714285714284,69.7768552158196,71.10605760813509,0.0,143.0,1.0189844009293063,1.0437531871494137,10,5,2193.0
Rajahmundry APMC,Paddy,2023-10-07,0.5,2183.0,2183.0,2183.0,2183.0,2040.0,2117.0,2078.5,72.96574538781853,63.66710296534638,0.0,143.0,1.031176192725555,1.0502766418089968,10,5,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-07,0.5,2203.0,2203.0,2203.0,2203.0,2060.0,2137.714285714286,2098.8571428571427,73.3660100357882,64.11150999848593,0.0,143.0,1.030539962576851,1.049618840185135,10,5,2203.0
Sampara (Kakinada Rural) APMC,Swarna Masuri (New),2023-10-07,10.0,2000.0,2080.0,2040.0,2040.0,2040.0,2040.0,2040.0,0.0,0.0,0.0,0.0,1.0,1.0,10,5,2040.0
Tanuku APMC,MTU-1010,2023-10-07,1.0,2100.0,2200.0,2183.0,2183.0,2040.0,2101.285714285714,2070.6428571428573,76.4367151869532,60.89158984856495,0.0,143.0,1.0388877557957714,1.0542619614336473,10,5,2183.0
Tiruvuru APMC,Sona,2023-10-07,120.0,2100.0,2300.0,2200.0,2200.0,2150.0,2178.5714285714284,2146.4285714285716,26.726124191244274,50.170040532504196,0.0,50.0,1.0098360655737706,1.0249584026622296,10,5,2200.0
Banaganapalli APMC,Sona Mahsuri,2023-10-08,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,6,2100.0
Karapa APMC,1001,2023-10-08,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.714285714286,1.9289570911757195e-06,2.6726124191242344,0.0,0.0,1.0,0.9996516893068617,10,6,2050.0
Pithapuram APMC,1001,2023-10-08,1.0,2183.0,2200.0,2193.0,2193.0,2050.0,2172.5714285714284,2111.285714285714,54.04891964031852,73.43802051487265,0.0,143.0,1.0094029458179905,1.038703565870492,10,6,2193.0
Rajahmundry APMC,Paddy,2023-10-08,0.5,2183.0,2183.0,2183.0,2183.0,2040.0,2137.4285714285716,2088.714285714286,67.63839428129793,68.31649037489326,0.0,143.0,1.0213206790536025,1.0451405512618837,10,6,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-08,0.5,2203.0,2203.0,2203.0,2203.0,2060.0,2158.1428571428573,2109.0714285714284,67.81943814627269,68.67365891352875,0.0,143.0,1.0207850665254516,1.0445355098723204,10,6,2203.0
Tiruvuru APMC,Sona,2023-10-08,160.0,2100.0,2300.0,2200.0,2200.0,2150.0,2185.714285714286,2153.5714285714284,24.39750182371556,50.17004053250438,0.0,50.0,1.0065359477124183,1.021558872305141,10,6,2200.0
Banaganapalli APMC,Sona Mahsuri,2023-10-09,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,0,2100.0
Karapa APMC,1001,2023-10-09,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.714285714286,1.9289570911757195e-06,2.6726124191242344,0.0,0.0,1.0,0.9996516893068617,10,0,2050.0
Peddapuram APMC,1001,2023-10-09,1.0,2040.0,2050.0,2045.0,2045.0,2045.0,2045.0,2045.357142857143,0.0,1.3363062095621172,0.0,0.0,1.0,0.999825388510564,10,0,2235.0
Pithapuram APMC,1001,2023-10-09,1.0,2183.0,2200.0,2193.0,2193.0,2193.0,2193.0,2121.5,0.0,74.19905659777622,0.0,0.0,1.0,1.033702568937073,10,0,2193.0
Tanuku APMC,MTU-1010,2023-10-09,1.0,2020.0,2200.0,2183.0,2183.0,2040.0,2121.714285714286,2080.8571428571427,76.43671518695307,67.03943402420593,0.0,143.0,1.02888499865338,1.0490869147329398,10,0,2183.0
Tiruvuru APMC,Sona,2023-10-09,110.0,2100.0,2300.0,2200.0,2200.0,2150.0,2192.8571428571427,2162.1428571428573,18.898223650464644,46.769248843260485,0.0,50.0,1.003257328990228,1.0175090849025437,10,0,2200.0
Banaganapalli APMC,Sona Mahsuri,2023-10-10,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,1,2100.0
Karapa APMC,1001,2023-10-10,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.714285714286,1.9289570911757195e-06,2.6726124191242344,0.0,0.0,1.0,0.9996516893068617,10,1,2050.0
Peddapuram APMC,1001,2023-10-10,20.0,2220.0,2250.0,2235.0,2045.0,2045.0,2045.0,2045.357142857143,0.0,1.3363062095621172,190.0,190.0,1.0929095354523228,1.0927187008905186,10,1,2190.0
Pithapuram APMC,1001,2023-10-10,1.0,2183.0,2200.0,2193.0,2193.0,2193.0,2193.0,2131.714285714286,0.0,73.43802051487265,0.0,0.0,1.0,1.0287494973864093,10,1,2193.0
Rajahmundry APMC,Paddy,2023-10-10,0.5,2183.0,2183.0,2183.0,2183.0,2040.0,2157.8571428571427,2098.9285714285716,53.40545718503646,71.10605760813534,0.0,143.0,1.011651770936776,1.0400544495490895,10,1,2183.0
Rajahmundry APMC,Swarna Masuri (New),2023-10-10,0.5,2203.0,2203.0,2203.0,2203.0,2060.0,2178.5714285714284,2119.285714285714,53.31621749166879,71.39427748176409,0.0,143.0,1.0112131147540984,1.0395011796427367,10,1,2203.0
Tanuku APMC,MTU-1010,2023-10-10,1.0,2020.0,2200.0,2183.0,2183.0,2040.0,2142.1428571428573,2091.0714285714284,69.7768552158196,71.10605760813614,0.0,143.0,1.019073024341447,1.0439624252775406,10,1,2183.0
Atmakur (Nandyal District) APMC,Sona Mahsuri,2023-10-11,0.01,2183.0,2183.0,2183.0,2183.0,2040.0,2142.1428571428573,2091.0714285714284,69.7768552158196,71.10605760813509,0.0,143.0,1.019073024341447,1.0439624252775406,10,2,2183.0
Banaganapalli APMC,Sona Mahsuri,2023-10-11,0.01,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,10,2,2100.0
Karapa APMC,1001,2023-10-11,1.0,2040.0,2060.0,2050.0,2050.0,2050.0,2050.0,2050.714285714286,1.9289570911757195e-06,2.6726124191242344,0.0,0.0,1.0,0.9996516893068617,10,2,2050.0
Peddapuram APMC,1001,2023-10-11,1.0,2183.0,2200.0,2190.0,2235.0,2045.0,2072.1428571428573,2058.9285714285716,71.81324987175313,50.69435454187753,-45.0,145.0,1.0568769389865562,1.0636600173460538,10,2,2193.0
Pithapuram APMC,1001,2023-10-11,1.0,2183.0,2200.0,2193.0,2193.0,2193.0,2193.0,2141.9285714285716,0.0,71.10605760813509,0.0,0.0,1.0,1.0238436655884215,10,2,2193.0
